stm_model,bertopic_model,corpus,language,stm_topic,bertopic_topic,document_overlap,document_jaccard,jaccard_overlap,weighted_theta_overlap,centroid_similarity,keyword_similarity,representative_document_similarity,combined_alignment,relationship,alignment_status,comparability_status,human_review_status
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,7,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,40,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,31,0,0.0,0.0,0.0,not_computed,0.041667,0.0,0.010417,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,28,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,33,1,0.025641,0.025641,0.019455,not_computed,0.0,0.0,0.01512,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,36,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,35,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,29,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,27,3,0.075,0.075,0.040097,not_computed,0.0,0.083333,0.048358,language_specific_match,language_specific_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,5,0,0.0,0.0,0.0,not_computed,0.041667,0.0,0.010417,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,41,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,17,1,0.02439,0.02439,0.009152,not_computed,0.0,0.0,0.012044,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,9,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,23,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,38,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,13,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,30,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,1,15,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,10,1,0.02381,0.02381,0.009271,not_computed,0.0,0.0,0.011842,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,-1,10,0.014556,0.014556,0.001966,not_computed,0.086957,0.0,0.028053,language_specific_match,language_specific_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,12,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,24,1,0.022222,0.022222,0.02197,not_computed,0.041667,0.083333,0.033131,language_specific_match,language_specific_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,8,16,0.326531,0.326531,0.148495,not_computed,0.136364,0.0,0.201827,one_to_one,one_to_one,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,1,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,34,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,0,2,0.027027,0.027027,0.011509,not_computed,0.0,0.0,0.013688,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,21,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,37,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,16,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,2,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,3,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,20,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,26,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,14,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,6,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,32,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,7,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,40,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,31,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,28,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,33,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,36,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,35,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,29,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,27,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,5,1,0.027778,0.027778,0.000601,not_computed,0.0,0.0,0.011261,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,41,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,17,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,9,0,0.0,0.0,0.0,not_computed,0.086957,0.0,0.021739,language_specific_match,language_specific_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,23,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,38,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,13,1,0.02381,0.02381,0.003095,not_computed,0.0,0.0,0.010297,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,30,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,3,15,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,10,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,-1,33,0.047757,0.047757,0.002656,not_computed,0.0,0.0,0.019767,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,12,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,24,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,8,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,1,13,0.173333,0.173333,0.05805,not_computed,0.086957,0.0,0.105585,STM_split_by_BERTopic,STM_split_by_BERTopic,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,34,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,0,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,21,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,37,1,0.014286,0.014286,0.010705,not_computed,0.0,0.0,0.008391,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,16,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,2,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,3,1,0.011364,0.011364,0.004838,not_computed,0.0,0.0,0.005755,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,20,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,26,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,14,6,0.090909,0.090909,0.042606,not_computed,0.136364,0.0,0.081106,BERTopic_combines_STM,BERTopic_combines_STM,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,6,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,32,1,0.014085,0.014085,0.003644,not_computed,0.0,0.0,0.006545,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,7,3,0.033333,0.033333,0.007783,not_computed,0.041667,0.0,0.025696,language_specific_match,language_specific_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,40,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,31,1,0.015385,0.015385,0.006568,not_computed,0.0,0.0,0.007796,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,28,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,33,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,36,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,35,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,29,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,27,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,5,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,41,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,17,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,9,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,23,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,38,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,13,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,30,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,10,15,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,10,4,0.042553,0.042553,0.009005,not_computed,0.0,0.0,0.019273,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,-1,48,0.068182,0.068182,0.006789,not_computed,0.041667,0.0,0.039387,language_specific_match,language_specific_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,12,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,24,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,8,1,0.008403,0.008403,0.000312,not_computed,0.0,0.0,0.003439,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,1,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,34,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,0,17,0.149123,0.149123,0.053579,not_computed,0.041667,0.0,0.083461,STM_split_by_BERTopic,STM_split_by_BERTopic,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,21,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,37,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,16,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,2,1,0.008,0.008,0.001528,not_computed,0.0,0.0,0.003582,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,3,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,20,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,26,4,0.041667,0.041667,0.02072,not_computed,0.041667,0.0,0.032263,language_specific_match,language_specific_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,14,1,0.010101,0.010101,0.000987,not_computed,0.0,0.0,0.004287,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,6,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,32,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,7,1,0.008333,0.008333,0.0069,not_computed,0.0,0.0,0.005058,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,40,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,31,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,28,6,0.063158,0.063158,0.030202,not_computed,0.041667,0.0,0.04323,language_specific_match,language_specific_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,33,1,0.010309,0.010309,0.001754,not_computed,0.0,0.0,0.004562,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,36,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,35,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,29,1,0.010101,0.010101,0.004172,not_computed,0.0,0.0,0.005084,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,27,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,5,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,41,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,17,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,9,2,0.022989,0.022989,0.008513,not_computed,0.0,0.0,0.011324,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,23,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,38,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,13,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,30,0,0.0,0.0,0.0,not_computed,0.041667,0.0,0.010417,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,14,15,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,8,10,2,0.016393,0.016393,0.003006,not_computed,0.0,0.0,0.007309,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,8,-1,60,0.083565,0.083565,0.008003,not_computed,0.0,0.0,0.035427,language_specific_match,language_specific_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,8,12,0,0.0,0.0,0.0,not_computed,0.0,0.0,0.0,no_match,no_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,8,24,1,0.007937,0.007937,0.004351,not_computed,0.0,0.0,0.004262,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
STM-METADATA-ES,BERTopic-METADATA-MULTILINGUAL,metadata,es,8,8,2,0.013889,0.013889,0.000525,not_computed,0.0,0.0,0.005687,weak_match,weak_match,comparable_same_publications_unit_period_filter_language,pending
