document_id,publication_document_id,model,corpus,topic_id,topic_probability,hdbscan_membership_strength,bertopic_topic_distribution_max,bertopic_second_topic_id,bertopic_second_distribution,probability_margin,outlier_score,is_outlier,is_ambiguous,year,language,title,doi,source,corpus_unit,topic_original,topic_after_outlier_reduction,outlier_reassigned,original_topic,suggested_topic,reassignment_method,reassignment_confidence,accepted_reassignment,relevance_status,relevance_score,silhouette,distance_to_centroid,local_consistency,nearest_topic,nearest_centroid_similarity,second_nearest_topic,second_nearest_centroid_similarity,assignment_margin,semantic_distance_to_centroid
record:9779b2c3c3b2a00cccd265a2,record:9779b2c3c3b2a00cccd265a2,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.994108981360563,0.994109,0.3561478918833118,7,0.08700106631811814,0.26914682556519365,0.257047,False,False,2020,es,Cuestiones éticas encontradas en la movilización del conocimiento en procesos de investigación acción participativa para el cambio hacia prácticas más inclusivas: liderazgo y roles de la dirección escolar,,OpenAlex,metadata,0,0,False,0,,,,False,included,1.030976,0.550766,0.622606,0.9,5,0.746782,7,0.746275,0.000506,0.27773
doi:10.47865/igob.vol6.n22.2023.254,doi:10.47865/igob.vol6.n22.2023.254,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8943180056143446,0.894318,0.29294346143025035,7,0.09201882218033407,0.20092463924991627,0.331627,False,False,2023,es,Cultura organizacional y gestión de la calidad del servicio educativo. IE n°3711 Fe y Alegría 12. Puente Piedra. Lima,10.47865/igob.vol6.n22.2023.254,OpenAlex,metadata,0,0,False,0,,,,False,included,1.021347,0.295512,1.150518,0.8,4,0.903364,0,0.902633,0.000731,0.097367
doi:10.56712/latam.v4i6.1549,doi:10.56712/latam.v4i6.1549,BERTopic-METADATA-MULTILINGUAL,metadata,0,1.0,1.0,1.0,7,5.57482585728752e-308,1.0,0.0,False,False,2023,es,Liderazgo directivo y gestión escolar. Experiencias y prácticas desde un enfoque internacional,10.56712/latam.v4i6.1549,OpenAlex,metadata,0,0,False,0,,,,False,included,1.015779,0.449393,0.715423,1.0,0,0.847154,7,0.846248,0.000905,0.152846
doi:10.33996/revistahorizontes.v8i35.867,doi:10.33996/revistahorizontes.v8i35.867,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8245021902852019,0.824502,0.1744468266706853,7,0.09643397958916133,0.07801284708152398,0.383804,False,True,2024,es,Formación profesional de directores y gestión de escuelas públicas,10.33996/revistahorizontes.v8i35.867,OpenAlex,metadata,0,0,False,0,,,,False,included,1.03811,0.04147,1.193912,0.5,1,0.917374,4,0.915607,0.001767,0.0943
doi:10.33996/revistahorizontes.v6i25.443,doi:10.33996/revistahorizontes.v6i25.443,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8377211599902373,0.837721,0.2280076018928256,12,0.09051418187406446,0.13749342001876114,0.373925,False,False,2022,es,Liderazgo transformacional directivo y trabajo colaborativo docente en una institución educativa pública del Perú,10.33996/revistahorizontes.v6i25.443,OpenAlex,metadata,0,0,False,0,,,,False,included,0.662222,-0.037887,1.554273,0.7,4,0.91545,0,0.912872,0.002578,0.087128
record:67ae6b95f8ff55493c529f77,record:67ae6b95f8ff55493c529f77,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8588353948333562,0.858835,0.23261588454134757,7,0.11304071528788692,0.11957516925346065,0.358145,False,False,2025,es,Posiciones docentes: Interpelaciones sobre la escuela y lo justo,,CONICET Digital,metadata,0,0,False,0,,,,False,included,1.00466,0.255844,0.993235,1.0,0,0.858228,8,0.855643,0.002585,0.141772
doi:10.18235/0003684,doi:10.18235/0003684,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8588353948333562,0.858835,0.19330625854283956,7,0.14004631644406232,0.05325994209877724,0.358145,False,False,2021,es,Recomendaciones para consolidar un marco de buenas prácticas para la dirección escolar,10.18235/0003684,OpenAlex,metadata,0,0,False,0,,,,False,included,1.030275,0.068093,1.144309,1.0,1,0.842407,0,0.839601,0.002806,0.160399
doi:10.15366/reice2025.23.3.002,doi:10.15366/reice2025.23.3.002,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.9572141006741471,0.957214,0.4284116171258236,7,0.09711539361567333,0.33129622351015026,0.284621,False,False,2025,es,La Retención de la Dirección Escolar. Diseño de un Modelo Bioecológico sobre la Retención Directiva,10.15366/reice2025.23.3.002,OpenAlex,metadata,0,0,False,0,,,,False,included,1.01795,0.387408,0.810871,1.0,0,0.907532,7,0.904709,0.002823,0.092468
doi:10.70625/bbe7r776,doi:10.70625/bbe7r776,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8588353948333562,0.858835,0.1799450831400458,7,0.11920813003443607,0.06073695310560971,0.358145,False,False,2024,es,Funciones técnico docente y administrativas del director de multigrado y la repercusión en el desarrollo de competencias del alumno,10.70625/bbe7r776,OpenAlex,metadata,0,0,False,0,,,,False,included,1.011873,0.150506,1.153223,1.0,7,0.847394,1,0.844544,0.002849,0.173369
doi:10.1504/ijmie.2022.122628,doi:10.1504/ijmie.2022.122628,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.791448251465292,0.791448,0.18660555306025567,7,0.11323654169631467,0.073369011363941,0.408507,False,True,2022,en,Educational leadership for the national curriculum implementation: the case of Kosovo,10.1504/ijmie.2022.122628,OpenAlex,metadata,0,0,False,0,,,,False,included,1.038941,0.150452,1.075668,0.9,0,0.790538,1,0.787498,0.003039,0.209462
